Question,Link,Upvotes,Comments,Timestamp,Image,Answer
"Which marine mammals are the least studied by the scientists?",https://www.quora.com/Which-marine-mammals-are-the-least-studied-by-the-scientists,47,5,2y,https://qph.fs.quoracdn.net/main-qimg-9d7d85d7eea20dca8647dc68c58085f9-lq,"The vaquita porpoise would be up there.  The vaquita, as the world's most endangered marine mammal, is understandably poorly-studied. Sightings of live, wild animals, at least by scientists, are virtually unheard of, so most of what we know about them is derived from beached ones or retrieved carcasse...(more)"
"What do Christians believe about dinosaurs, since they think the Earth is only a few thousand years old? Do they really believe dinosaurs existed recently, or do they think scientists are making them up?",https://www.quora.com/What-do-Christians-believe-about-dinosaurs-since-they-think-the-Earth-is-only-a-few-thousand-years-old-Do-they-really-believe-dinosaurs-existed-recently-or-do-they-think-scientists-are-making-them-up,239,18,2y,https://qph.fs.quoracdn.net/main-qimg-0c727066b63a889e4966918ba443fc7c,"Most Christians are reasonable enough to know that not all of the Bible should be taken literally, and as such they accept the science of paleontology along with all other science. However, the small minority of Christians who are Young Earth Creationists have differing views on the existence of dino...(more)"
"Who is the most badass scientist that has ever lived?",https://www.quora.com/Who-is-the-most-badass-scientist-that-has-ever-lived,217,14,2y,https://qph.fs.quoracdn.net/main-qimg-a4197251ca2d7ddb23be9df3dca8c199-lq,"In my opinion, Alfred Russell Wallace would be up there.  Born in 1823, in Wales, this Englishman is one of the most famous naturalists in history. He co-invented the idea of natural selection along with Darwin, and discovered the biogeographical border now known as the Wallace Line. A whole region of...(more)"
"Can a large alligator be just as huge as a saltwater crocodile?",https://www.quora.com/Can-a-large-alligator-be-just-as-huge-as-a-saltwater-crocodile,43,9,2y,https://qph.fs.quoracdn.net/main-qimg-18bd3107b270163b1cccf36caffff168-lq,"Yes, absolutely. The largest recorded member of the genus Alligator was shot in where else but Louisiana in 1890. It was approximately 5.85 metres long and 900 kilograms in weight, according to reports. That was 130 years ago, granted, so there's no way to objectively verify that these measurements w...(more)"
"What is something movies always get wrong?",https://www.quora.com/What-is-something-movies-always-get-wrong,5884,192,2y,https://qph.fs.quoracdn.net/main-qimg-6a77b0ff11628b5d1c3f86471f994391-lq,"Animal behaviour Let's look at a scene in James Cameron's Avatar. Don't get me wrong, Avatar is a good movie and all that - but from a plausibility point of view, there are so many things wrong with this scene.  In the scene, Jake is pursued by an alien carnivore called a Thanator. Here's how the scene...(more)"
"Are those little black and white striped spiders in eastern Canada poisonous?",https://www.quora.com/Are-those-little-black-and-white-striped-spiders-in-eastern-Canada-poisonous,45,6,2y,https://qph.fs.quoracdn.net/main-qimg-9757a739e556f3e7b9438b3efeda953d-lq,"As far as I'm aware, there's no such thing as a poisonous spider, because poison is only harmful to breathe, touch or eat. So, if you're planning on eating this black and white spider, go ahead, you'll be fine. However, what most spiders are is venomous - however, spider venom is generally only an in...(more)"
"Does the male lions out of the heartlands of the African continent when once reached a certain age ever out of the blue turn on their biological fathers and slaughter them to pieces once he's let his guard down?",https://www.quora.com/Does-the-male-lions-out-of-the-heartlands-of-the-African-continent-when-once-reached-a-certain-age-ever-out-of-the-blue-turn-on-their-biological-fathers-and-slaughter-them-to-pieces-once-hes-let-his-guard-down,46,0,2y,https://qph.fs.quoracdn.net/main-qimg-2f691b9cd2f14f86baa5f912b60f57d7-lq,"Something similar often happens, although perhaps not as poetically as you describe it. When male lion cubs reach the age of roughly two years, they reach sexual maturity and begin to feel the effects of testosterone. These new, more aggressive males are a threat to their father and so are exiled fro...(more)"
"Why do predatory animals such as bears and cougars typically avoid humans, even though we're pretty defenseless and "easy" prey?",https://www.quora.com/Why-do-predatory-animals-such-as-bears-and-cougars-typically-avoid-humans-even-though-were-pretty-defenseless-and-easy-prey,4738,143,2y,https://qph.fs.quoracdn.net/main-qimg-9b2546a29a8e505bba4a9955851563a1-lq,"Warning: upsetting imagery This is what happens when a bear kills a human.  This is what happens when a lion kills a human.  This is what happens when a leopard kills a human.  When a tiger kills a human, this happens.  Even in urban Tennessee, elephant attacks make monsters of men.  Lone humans may be weak an...(more)"
"Why, in Game of Thrones, are dragons called dragons, when they're actually wyverns?",https://www.quora.com/Why-in-Game-of-Thrones-are-dragons-called-dragons-when-theyre-actually-wyverns,517,20,2y,https://qph.fs.quoracdn.net/main-qimg-7e8ac1963717b30556727b889ef4dbb5-lq,"Most people don't realize how diverse folkloric depictions of dragons really are. Have a look at these mythical creatures, all of which are referred to as dragons. The Lou Carcolh is a dragon.  The Tarasque is a dragon.  The Pyrallis is a dragon.  The Amphiptere is a dragon.  The Water Leaper is a dragon.  The...(more)"
"What is a repulsive creature?",https://www.quora.com/What-is-a-repulsive-creature,445,21,2y,https://qph.fs.quoracdn.net/main-qimg-c81b254bdbb44f7202517a45748c9e5a-lq,"The hagfish.  (What happens when a truckload of hagfish overturns)  The lamprey.  The bootlace worm.  The ribbon worm.  The black sea hare.  The goliath beetle (larva).  Tubifex worms, colony.  Spiders and snakes I don't mind, but it's the slimy creatures which I really find disgusting....(more)"
"What were the wild animals that lived in Pleistocene/Paleolithic England?",https://www.quora.com/What-were-the-wild-animals-that-lived-in-Pleistocene-Paleolithic-England,77,5,2y,https://qph.fs.quoracdn.net/main-qimg-2027349dc33f41e4a9b8e1c06c824d7d-lq,"During the Pleistocene, a lot of ocean water was locked up as ice in the polar regions, so sea levels were significantly lower than they are today. This meant that England was connected to mainland Europe - forming a landmass called Doggerland. This meant that it was easier for large megafauna to col...(more)"
"What interesting megafauna did Australia once have?",https://www.quora.com/What-interesting-megafauna-did-Australia-once-have,749,62,2y,https://qph.fs.quoracdn.net/main-qimg-cc81038d8c45bfc6496f3b315dd9262b-lq,"Of all the continents of the world, Australia has perhaps been most affected, ecologically, by human activity. Its current wildlife - though spectacular as it is - is a mere husk of what it once was during the Pleistocene epoch.  Diprotodon was a relative of modern wombats, the largest marsupial ever...(more)"
"The theory of Evolution doesn't make any sense. If many species supposedly evolved from dinosaurs and they all went extinct, how did anything evolve from them?",https://www.quora.com/The-theory-of-Evolution-doesnt-make-any-sense-If-many-species-supposedly-evolved-from-dinosaurs-and-they-all-went-extinct-how-did-anything-evolve-from-them,35,0,2y,https://qph.fs.quoracdn.net/main-qimg-7ee53896fab281519d43f6f9f8bfd700-lq,"God, not another one of you lot. What does this look like to you?  A bird, you say? Wrong, you fool! Don't you know it has more than six caudal vertebrae? Or that its pygostyle is not shorter than its femur? How could Ichthyornis possibly be a bird when it lacks those features? My point is that there a...(more)"
"How do horses sweat?",https://www.quora.com/How-do-horses-sweat,101,9,2y,https://qph.fs.quoracdn.net/main-qimg-dd85b7da152ad0d8f9b20b365d2239e7-lq,"Horses perspire in the same manner as we, and all mammals, do - via the eccrine and apocrine sweat glands clustered underneath the epidermis. These glands produce sweat - a salty, water-rich secretion, which regulates temperature through evaporative cooling. What's special about horse sweat is that i...(more)"
"Which animal has a bigger fanbase, the tiger or the lion?",https://www.quora.com/Which-animal-has-a-bigger-fanbase-the-tiger-or-the-lion,36,15,2y,https://qph.fs.quoracdn.net/main-qimg-1f4827b8baf7f8e42f6bfaba3f4ddf82,"Probably tigers. A 2013 survey - see here - asked participants what their favourite animal was. Tigers came out as number one, with 21% of those surveyed choosing it. Lions were number five, with 9% - under half of what tigers got. Also, have a look at this pie chart which is about big cats specifical...(more)"
"What are some facts about megalodons?",https://www.quora.com/What-are-some-facts-about-megalodons,447,29,2y,https://qph.fs.quoracdn.net/main-qimg-23d21164b920d4504c7fac4ea7851d82-lq,"It faced a lot of competition  The Miocene seas which Carcharocles megalodon inhabited were probably incredibly competitive; they were chock-full with all kinds of large predators. Perhaps an adult Megalodon's biggest rival would be Livyatan melvillei - a 50-ton sperm whale with teeth twice the size of...(more)"
"Gigantopithecus blacki is the largest known hominid ever, but, which is the physically largest species of known hominines and of known hominins and of known species of the genus homo (both ancient and extant humans)?",https://www.quora.com/Gigantopithecus-blacki-is-the-largest-known-hominid-ever-but-which-is-the-physically-largest-species-of-known-hominines-and-of-known-hominins-and-of-known-species-of-the-genus-homo-both-ancient-and-extant-humans,75,10,2y,https://qph.fs.quoracdn.net/main-qimg-b3b53a76f0227625ee88a7fbf6e692c0-lq,"Homininae: For those who don't know, hominines - also known as African apes - constitute gorillas, chimps, bonobos, humans and their extinct relatives. The largest hominine, to my knowledge, extinct or extant, is the eastern gorilla, Gorilla beringei, weighing in at a maximum of 205 kilograms.  Hominin...(more)"
"Why aren't any scientists working on a way to reduce the effects of CO2 in the atmosphere?",https://www.quora.com/Why-arent-any-scientists-working-on-a-way-to-reduce-the-effects-of-CO2-in-the-atmosphere,32,6,2y,https://qph.fs.quoracdn.net/main-qimg-ae3d44bb232dd00f5a672b74a139a88d-lq,"Without scientists, how do you think these would've been designed?  What about these?  Or this? Combining atomic nuclei is not the work of engineers alone.  Allan Savory is doing wonders fighting desertification, and he's an ecologist - a scientist.  It was Sergey and Nikita Zimov, both geophysicists, who d...(more)"
"Can we absolutely produce an entirely new, unique hybrid antibody that could possibly be the cure-all for all and every toxic substance, compound, element, etc. that we know of and could ever possibly come into existence for all eternity?",https://www.quora.com/Can-we-absolutely-produce-an-entirely-new-unique-hybrid-antibody-that-could-possibly-be-the-cure-all-for-all-and-every-toxic-substance-compound-element-etc-that-we-know-of-and-could-ever-possibly-come-into-existence,13,2,2y,https://qph.fs.quoracdn.net/main-qimg-df2c9b1ba229a5edae0b631f1f212364,"No. So, oversimplified, this is how antibodies work. Dangerous foreign objects have on them tiny structures called antigens. Your B cells produce antibodies which are structured such that they can bind to the antigens and neutralize the foreign object.  A one-size-fits-all antibody could not exist beca...(more)"
"Why are red pandas considered pandas when they look more like racoons?",https://www.quora.com/Why-are-red-pandas-considered-pandas-when-they-look-more-like-racoons,71,0,2y,?,"Technically, it's the giant panda that shouldn't be considered a panda. If you look at most old, 19th century sources, red pandas are referred to simply as 'pandas', because giant pandas were not known in the West until decades later. Even Encyclopaedia Britannica used 'panda' to refer to the red pan...(more)"
"What does the fossil record tell us about the origin of Bilateria?",https://www.quora.com/What-does-the-fossil-record-tell-us-about-the-origin-of-Bilateria,38,0,2y,https://qph.fs.quoracdn.net/main-qimg-9c02e8990c943902e30501153518e30a-lq,"Bilateria is an ancient group, originating in the Precambrian, and as such its early fossil record is poor. As such, the formative days of this clade are still shrouded in mystery. The earliest confirmed, irrefutably Bilaterian animal known is Kimberella, a bizarre, slug-like creature which has been...(more)"
"What are some animals that disprove evolution?",https://www.quora.com/What-are-some-animals-that-disprove-evolution,7552,172,2y,https://qph.fs.quoracdn.net/main-qimg-ae3d5610f2ccd3973dc98a2837cfdd5d-lq,"The horseal.  The owlcoon.  The searex.  The manabird.  The orcguin.  The dolphiroo.  These chimerical animals defy classification. They do not fit into the single phylogenetic tree of life. If they existed, they would disprove evolution....(more)"
"How come we don't see any fish with feet if evolution happened?",https://www.quora.com/How-come-we-don-t-see-any-fish-with-feet-if-evolution-happened,3646,147,2y,https://qph.fs.quoracdn.net/main-qimg-e5f18ddce5ee887fb4a682e07e259cb2-lq,"Ever heard of the mudskipper? It can spend three and a half hours on land, breathing through its skin.  What about the lungfish? It has limb-like fins, lungs and cannot breathe underwater. They can survive two years, hibernating, on land.  The rockskipper, maybe? It is largely terrestrial and spends lit...(more)"
"What are some extinct animals that would be a major problem if they were to magically exist today?",https://www.quora.com/What-are-some-extinct-animals-that-would-be-a-major-problem-if-they-were-to-magically-exist-today,3796,68,2y,https://qph.fs.quoracdn.net/main-qimg-617d69a48298b47bc05e7c6678e2207d-lq,"Humans have an innate fear of snakes. Ophidiophobia is one of the most common phobias in the world, and studies have shown that most primates are genetically wired to detect snakes rapidly. Prehistory is writhing with snakes, but not just little ones - some were true giants. Everyone talks about Tita...(more)"
"Does Iterative Evolution mean that an extinct dinosaur could return spontaneously through the bloodline of modern animals?",https://www.quora.com/Does-Iterative-Evolution-mean-that-an-extinct-dinosaur-could-return-spontaneously-through-the-bloodline-of-modern-animals,131,3,2y,https://qph.fs.quoracdn.net/main-qimg-5efac658832484286bca7ab69d83c7a1-pjlq,"I assume you've read, in some shape or form, this article - This Bird Went Extinct and Then Evolved Into Existence Again. All of the articles I've read on the story explain what actually happened terribly.  They say that this flightless rail went extinct, and then it suddenly 'rose from the dead', pop...(more)"
"What is the coolest/grossest/weirdest/or most interesting thing you know about a certain insect?",https://www.quora.com/What-is-the-coolest-grossest-weirdest-or-most-interesting-thing-you-know-about-a-certain-insect,746,29,2y,https://qph.fs.quoracdn.net/main-qimg-ea587276ff5c4f381df20ae0d11eab2c-lq,"It's hard to single out a certain one so I'll give a few here. First of all, some caterpillars. Eupithecia is a diverse genus of moths - and I mean diverse. Wikipedia has over 1,400 pages each on a different species of Eupithecia. However, there are three species which are especially interesting - E....(more)"
"How many more dinosaur species are theoretically out there to find? Have we discovered enough to have a confident understanding of their ecosystems?",https://www.quora.com/How-many-more-dinosaur-species-are-theoretically-out-there-to-find-Have-we-discovered-enough-to-have-a-confident-understanding-of-their-ecosystems,122,5,2y,https://qph.fs.quoracdn.net/main-qimg-c8c00957d95e1f45296d9e843a68bbc0-lq,"How many more dinosaur species are theoretically out there to find? Currently, there are about 9,000 identified extant species of bird. Meanwhile, about 700 species of non-bird dinosaurs have been discovered, and I'd say for extinct birds it's a few hundred. Let's call it 10,500 in total, for all of...(more)"
"If you had to choose an animal for your name what would it be?",https://www.quora.com/If-you-had-to-choose-an-animal-for-your-name-what-would-it-be,150,6,2y,https://qph.fs.quoracdn.net/main-qimg-20f7e0be72b52918d0e67165d84ee1f7-lq,"At first I was thinking, probably the bony-eared assfish.  Then I started leaning more towards the bear-faced go-away bird.  I considered the sparklemuffin...  Screaming hairy armadillo...  And of course the pleasing fungus beetle.  But eventually, I settled on the Boops boops. ...(more)"
"If evolution is real, then have apes roamed the Earth for millions of years? I find that hard to believe. I am not a creationist either. What other theories are there?",https://www.quora.com/If-evolution-is-real-then-have-apes-roamed-the-Earth-for-millions-of-years-I-find-that-hard-to-believe-I-am-not-a-creationist-either-What-other-theories-are-there,135,4,Updated 2y,https://qph.fs.quoracdn.net/main-qimg-9fefe1764d69d15ee83f4de19fb8ca7d-lq,"Rukwapithecus fleaglei is clearly an ape and has all the physical and anatomical requirements to fall into the ape group. Its fossils have been objectively, scientifically dated to have died 25 million years ago.  That apes have roamed the Earth for millions of years is an irrefutable scientific fact....(more)"
"Could the evolution of the horse be repeated?",https://www.quora.com/Could-the-evolution-of-the-horse-be-repeated,97,2,2y,https://qph.fs.quoracdn.net/main-qimg-168101b6b07ecd18bdd089656a3ff768,"Not precisely, but a similar evolutionary path could be travelled. Indeed, you could say it already has. This is Thoatherium.  It's not a horse, in fact, it's far removed from horses; belonging to a now-extinct order of South American ungulates called litopterns. However, it has long legs, and elongate...(more)"
"Do female hyenas eat their young?",https://www.quora.com/Do-female-hyenas-eat-their-young,14,3,2y,?,"As far as I know, no. There are (quite a few) cases of cannibalism in spotted hyenas, and even infanticide, however, these are either already dead or from rival clans. In fact, female spotted hyenas are very protective of their cubs: Females with cubs keep everybody away from them with aggressive post...(more)"
"What animal is hardcore, but isn't appreciated for it?",https://www.quora.com/What-animal-is-hardcore-but-isnt-appreciated-for-it,634,42,2y,https://qph.fs.quoracdn.net/main-qimg-ddb91cd67c73e22ff39edc00a8487edf-lq,"Warning: some graphic imagery I had a draft for this lying around, and by the time I returned to it, it turned out Clayton had also picked hyenas. Oh well, at least mine's a different format. So, I nominate spotted hyenas, one of the most metal animals in the world.  Consider the following facts: * Spotte...(more)"
"Does Australia have native species of primates?",https://www.quora.com/Does-Australia-have-native-species-of-primates,57,6,2y,https://qph.fs.quoracdn.net/main-qimg-99f365407d805e0af7eb90717adc64fd-lq,"Technically, yes.  There have been humans in Australia for at least 49,000 years. On the mainland, you have the Aboriginal Australians, and also the distinct Torres Strait Islanders on the Torres Strait Islands. These indigenous people have been here long enough to deserve the right to be called a nati...(more)"
"Why animals from the past were so big (saber-toothed tiger, Entelodont, and Andrewsarchus)?",https://www.quora.com/Why-animals-from-the-past-were-so-big-saber-toothed-tiger-Entelodont-and-Andrewsarchus,28,0,2y,https://qph.fs.quoracdn.net/main-qimg-9989c76d5221364db6e46027ec9c497a-lq,"The giant sabertooths - Smilodon, Xenosmilus, Amphimachairodus etc. - were so big because they were specialized megafauna-hunters. The Pleistocene and Miocene were both times when grasslands were abundant and huge herbivores were very common.  It is, more or less, a similar story for entelodonts. The...(more)"
"How many extinct human species were there? Did they all live at the same time? How/why did they face extinction?",https://www.quora.com/How-many-extinct-human-species-were-there-Did-they-all-live-at-the-same-time-How-why-did-they-face-extinction,773,30,2y,https://qph.fs.quoracdn.net/main-qimg-38e80ab9b6393ac294d9cc58a29c2007-lq,"How many extinct human species were there? Too many. There's Homo sapiens, the only one which survives to the present, the most intelligent and successful one. Think of H. sapiens as the rich, well-off guy in the family, who should be looking after his less fortunate folks - not competing them to exti...(more)"
"What is the largest feline throughout history?",https://www.quora.com/What-is-the-largest-feline-throughout-history,332,13,2y,https://qph.fs.quoracdn.net/main-qimg-7dd7b77d76dd55d8a1d62907cf519869-lq,"Long story short, it's unclear. By the way, I'm assuming that when you say feline, you mean cat, since in the taxonomic sense feline would only refer to cats of the subfamily Felinae.  The largest extant felid species is the tiger, Panthera tigris. The largest extant kind of tiger is the Siberian tige...(more)"
"Imagine that a sentient species evolved prior to the extinction of the dinosaurs. What level of complexity could their society have reached before it would become implausible that we would not find evidence of them today?",https://www.quora.com/Imagine-that-a-sentient-species-evolved-prior-to-the-extinction-of-the-dinosaurs-What-level-of-complexity-could-their-society-have-reached-before-it-would-become-implausible-that-we-would-not-find-evidence-of-them,20,3,2y,https://qph.fs.quoracdn.net/main-qimg-aaba4fbd8024e3778eaab6eb9b04e017-lq,"If you want to be more technically correct, I would use 'sapient' instead of 'sentient'. To be strictly accurate, a sentient organism is just one which can experience sensations. In that sense, a plant could even be said to have limited sentience. Now, to your question. I've actually written on a sim...(more)"
"If evolution is not about increased complexity, why does so much complexity evolve?",https://www.quora.com/If-evolution-is-not-about-increased-complexity-why-does-so-much-complexity-evolve,51,12,2y,https://qph.fs.quoracdn.net/main-qimg-58ccf140fea6a54c247331d675326418-lq,"Increased complexity is a natural result of evolution, and indeed - in general - most forms of life get more complex as they evolve, at least when viewing things on a scale of hundreds of millions of years. The first life form was probably a few strands of RNA encased in a phospholipid bubble. That i...(more)"
"What would happen if you kept drinking ocean water to survive on a deserted island? Can you boil the water so it's safe to drink?",https://www.quora.com/What-would-happen-if-you-kept-drinking-ocean-water-to-survive-on-a-deserted-island-Can-you-boil-the-water-so-its-safe-to-drink,10509,116,Updated 2y,https://qph.fs.quoracdn.net/main-qimg-c94f5451bb6d50733b6acaa8638cf89f,"If you were just slurping it right out of the sea, you'd be doomed. The salt content in seawater is so high that your body simply can\'t handle it - to expel it, you have to produce more urine than what you drank. That, obviously, means dehydration and certain death. Whatever you do, do not boil the w...(more)"
"What are some examples of evolution ADDING new genetic information? My friend says evidence of evolution is only the loss of genetic information to adapt to an environment.",https://www.quora.com/What-are-some-examples-of-evolution-ADDING-new-genetic-information-My-friend-says-evidence-of-evolution-is-only-the-loss-of-genetic-information-to-adapt-to-an-environment,14,2,2y,?,"That's a blatant lie. How would that even work? How would one adapt to the environment if what's left from the loss was already there in the first place? A ridiculous claim. 'You can't add information' seems to be the battle cry of most modern 'creation scientists', as they call themselves - oxymoron...(more)"
"Do Komodo dragons shed their skin or scales?",https://www.quora.com/Do-Komodo-dragons-shed-their-skin-or-scales,59,0,2y,https://qph.fs.quoracdn.net/main-qimg-44c080f2293a6e706a20af6ce2209239-lq,"Yes, although perhaps not the kind of shedding you're thinking of. They don't slide out of a translucent sleeve, like snakes.  Instead they shed their scales in little bits. In fact, you might have seen a shedding Komodo dragon in photos before and just not noticed it, since it is a subtle thing. Here...(more)"
"Were there any other flying dinosaurs besides the Pterodactyl?",https://www.quora.com/Were-there-any-other-flying-dinosaurs-besides-the-Pterodactyl,44,3,2y,https://qph.fs.quoracdn.net/main-qimg-c51157509fc3f2b39b43d93d50b954b6-lq,"First of all, 'pterodactyl' is an incorrect term. What does it refer to? Pterodactylus? Pterodactylidae? Pterydactyloidea? Pterosaurs? Beats me. I assume you mean pterosaurs, though, as that's how it's usually used. Secondly, pterosaurs aren't dinosaurs. Dinosaurs and pterosaurs are related, to a deg...(more)"
"What's an example of evolution that should not have taken place (bad evolution)?",https://www.quora.com/Whats-an-example-of-evolution-that-should-not-have-taken-place-bad-evolution,1584,61,2y,https://qph.fs.quoracdn.net/main-qimg-14d0ece05fcad857b7b53244d2107340-lq,"The upper canines of the male babirusa grow upwards, not downwards, erupting out of its skin, and - if they develop enough - curving all the way back to pierce its skull and kill it. By that stage, it'll already have passed on its genes, so evolution doesn't care.  Tasmanian devils have evolved a comm...(more)"
"If you were bitten by a shark while swimming in the ocean, would you insist the shark be killed?",https://www.quora.com/If-you-were-bitten-by-a-shark-while-swimming-in-the-ocean-would-you-insist-the-shark-be-killed,20,0,2y,?,"God no. There are a few reasons why a shark would attack a human: * The human is thick as two planks and has harassed the shark * The shark mistook the human for a seal or other prey item * The shark was curious and its exploratory nibbling was too hard If I had been harassing it, then it was entirely my fault...(more)"
"If evolution is true, how could a plant evolve to a point that it would need to have its fruit eaten (like a strawberry), hopefully, by creatures who are evolved enough to eat fruits, to spread it's seeds, This looks far more like design?",https://www.quora.com/If-evolution-is-true-how-could-a-plant-evolve-to-a-point-that-it-would-need-to-have-its-fruit-eaten-like-a-strawberry-hopefully-by-creatures-who-are-evolved-enough-to-eat-fruits-to-spread-its-seeds-This-looks-far,7,0,2y,?,"You don't seem to be of the thinking breed of human so I'll make this super-clear for you. Plants do not move. Animals move far. Seeds need to go far. Seeds in animals go far. Problem solved. Is that succinct enough?"
"If a human fought one of every species of mammal on the planet 1 by 1, then starting with the smallest and working up from there, how far would the battles go before the human died?",https://www.quora.com/If-a-human-fought-one-of-every-species-of-mammal-on-the-planet-1-by-1-then-starting-with-the-smallest-and-working-up-from-there-how-far-would-the-battles-go-before-the-human-died,77,9,2y,https://qph.fs.quoracdn.net/main-qimg-d69905aeba0c90c72ed39905081a4262-lq,"That's actually a pretty cool question. First of all, I'll have to make some assumptions. One, the human is a physically capable adult. Two, he has no weapons or protective gear, since that's usually how these questions go. Three, fear and stuff will not be taken into account. According to the most r...(more)"
"What (giant) sharks actually existed in the Age of Dinosaurs?",https://www.quora.com/What-giant-sharks-actually-existed-in-the-Age-of-Dinosaurs,258,13,2y,https://qph.fs.quoracdn.net/main-qimg-4f3d8e290c13e65320982ba689b2febd-lq,"The largest Mesozoic shark, to my knowledge, is Ptychodus mortoni. At a spectacular 10 metres long, this shark was a durophage, adapted for crunching tough mollusks like ammonites.  Another huge shark from the time of the dinosaurs is Leptostyrax macrorhiza. This is a relative of modern sand tigers fr...(more)"
"What is the most recent dinosaur breed discovered?",https://www.quora.com/What-is-the-most-recent-dinosaur-breed-discovered,8,2,2y,?,"That's a hard question to answer. You see, there's often a huge gap between the time a fossil species is found, and when it is scientifically described. You could use 'discovered' to refer to either of those events, and it is in the latter one that the species usually comes to public attention. For e...(more)"
"Is it possible, after all humans die off, after millions of years of evolution of whatever organisms survive, that dinosaurs could eventually make a come back even if their species is not exactly like the same as they were billions of years ago?",https://www.quora.com/Is-it-possible-after-all-humans-die-off-after-millions-of-years-of-evolution-of-whatever-organisms-survive-that-dinosaurs-could-eventually-make-a-come-back-even-if-their-species-is-not-exactly-like-the-same-as-they,41,2,2y,https://qph.fs.quoracdn.net/main-qimg-e5a63bddb9d0faaf42438ebcb75415a2-lq,"Yes, although in billions of years the sun will have likely killed off any complex life. Very dinosaurian appearances have occurred before outside Dinosauria, most notably in the Triassic crocodile-line archosaurs. Many crocodylomorphs, such as rauisuchians and Carnufex (pictured), were probably bipe...(more)"
"How does the unearthing of the lower jaw, teeth and other bones of a new species, Simbakubwa kutokaafrik, in Kenya change our understanding of lions?",https://www.quora.com/How-does-the-unearthing-of-the-lower-jaw-teeth-and-other-bones-of-a-new-species-Simbakubwa-kutokaafrik-in-Kenya-change-our-understanding-of-lions,47,2,2y,https://qph.fs.quoracdn.net/main-qimg-d6a0ad216a533e4c52f8980084293421-lq,"It doesn't. Simbakubwa kutoaafrika is not even closely related to lions, despite its name. Every time I see an article calling it a 'giant lion' my eye twitches.  So, what we do know is that Simbakubwa was a hyaenodont, probably the largest known hyaenodont in fact. Hyaenodontidae was a family of ofte...(more)"
"Which movie best portrayed aliens the way you imagined them?",https://www.quora.com/Which-movie-best-portrayed-aliens-the-way-you-imagined-them,2062,51,Updated 2y,https://qph.fs.quoracdn.net/main-qimg-aa9548188eb25583dfecd329adcce1fa-lq,"The ones which are designed to be plausible, rather than just entertaining. The most popular example of such a film is Alien Planet, an adaptation of the much more detailed (and in my opinion, quite a bit better) book Expedition by the incredible Wayne D. Barlowe.  The docufiction followed two drones a...(more)"
"What animals hunt hippopotamuses?",https://www.quora.com/What-animals-hunt-hippopotamuses,118,0,2y,https://qph.fs.quoracdn.net/main-qimg-d0446a6484a750d1ec5bd0a9c5016626-lq,"While an adult hippo could butcher an average Nile crocodile, hippopotamus calves are vulnerable to crocodile attacks.    Although some juveniles can be quite plucky, amusingly so: Packs of spotted hyenas can and do kill adult hippopotami, and it has been scientifically documented. However, there is very...(more)"
"If a person is attacked by a pack of Hyenas, what should he do?",https://www.quora.com/If-a-person-is-attacked-by-a-pack-of-Hyenas-what-should-he-do,346,21,2y,?,"Try to get them to bite you in the throat rather than in the stomach. Failing that, hope you'll go into shock and not feel the pain for what could be 5 minutes or more before you die. Really, if they attack you - especially in a pack - you have no chance. Spotted hyenas can run at speeds of up to 58...(more)"
"Why are the niches for cliff-dwelling herbivores filled by hooved mammals and not primates? It seems like the climbing ability of tree-based primates would be useful on cliffs.",https://www.quora.com/Why-are-the-niches-for-cliff-dwelling-herbivores-filled-by-hooved-mammals-and-not-primates-It-seems-like-the-climbing-ability-of-tree-based-primates-would-be-useful-on-cliffs,100,2,2y,https://qph.fs.quoracdn.net/main-qimg-611a2bb6066289cfce2bef4b77b184a5-lq,"Ooh, an intelligent question. I like these. First of all, there are actually primates which fill such a niche, like geladas. Geladas, Theropithecus gelada, live in the cliffs of the Ethiopian Highlands and are primarily herbivorous, eating the mountain grass.  However, they're in the baboon lineage - a...(more)"
"Are there trees that only seed themselves during forest fires or is that a myth? If they do, how could they have evolved that practice?",https://www.quora.com/Are-there-trees-that-only-seed-themselves-during-forest-fires-or-is-that-a-myth-If-they-do-how-could-they-have-evolved-that-practice,706,14,2y,https://qph.fs.quoracdn.net/main-qimg-8ce7201a1601eb4df8f48478fdd020b1-lq,"Yes, such plants are called pyrophiles. A pyrophile is a type of pyrophyte (fire-tolerant plant) which requires fire in order to complete its cycle of reproduction. Most pyrophiles are grasses, I believe, but there are pyrophilic trees - for example, the coastal redwood Sequoia sempervirens.  First of...(more)"
"What are some of the more amusing or ironic taxonomic, scientific names assigned to newly discovered species, by researchers? Are there any rules for the naming process?",https://www.quora.com/What-are-some-of-the-more-amusing-or-ironic-taxonomic-scientific-names-assigned-to-newly-discovered-species-by-researchers-Are-there-any-rules-for-the-naming-process,48,11,2y,https://qph.fs.quoracdn.net/main-qimg-35b267cf814184826bcf56face6bc6e5,"Thanks for your A2A, As it happens, there are rules for scientific naming of organisms. These are set in place by the International Commission on Zoological Nomenclature (ICZN) and the International Botanical Congress.  Some of the rules include; * The type subspecies of a species (e.g. Homo sapiens sapie...(more)"
"Do any species besides humans have allergies?",https://www.quora.com/Do-any-species-besides-humans-have-allergies,11,6,2y,?,"Allergies are caused by a mistake on the part of the immune system, and I very much doubt that any species' immune system is without such fault. So, presumably any animal with an immune system would be vulnerable to allergies. From Wikipedia: It is likely that a multicomponent, adaptive immune system...(more)"
